Industry,Company_Size,Website_Quality,LinkedIn_Activity,Email_Available,Location,Estimated_Revenue,Number_of_Employees,Previous_Response,Meeting_Status,Lead_Quality
Marketing,Small,Average,High,No,Quetta,1936000.0,155,Positive,Completed,High
Real Estate,Large,Average,Medium,Yes,Karachi,381000.0,35,Positive,Scheduled,High
Finance,Small,Average,Medium,Yes,Faisalabad,1403000.0,182,No Response,Not Scheduled,Low
Retail,Small,Poor,Low,Yes,Multan,819000.0,390,No Response,Not Contacted,Low
Marketing,Small,Good,Medium,Yes,Peshawar,1138000.0,177,No Response,Completed,Medium
Finance,Medium,Good,High,Yes,Karachi,808000.0,441,Positive,Not Scheduled,High
Education,Medium,Poor,Medium,Yes,Karachi,8151000.0,150,Positive,Not Scheduled,Medium
Technology,Small,Good,Medium,Yes,Multan,393000.0,92,Negative,Completed,Medium
Retail,Small,Good,Low,Yes,Multan,1045000.0,41,No Response,Completed,Low
Real Estate,Small,Excellent,Medium,Yes,Islamabad,727000.0,73,No Response,Scheduled,Medium
Finance,Medium,Excellent,Medium,Yes,Islamabad,7850000.0,14,Neutral,Not Contacted,Low
Retail,Large,Average,Low,Yes,Multan,3004000.0,125,Positive,Scheduled,High
Retail,Small,Average,Low,Yes,Karachi,412000.0,189,Positive,Not Scheduled,Low
Marketing,Small,Good,High,Yes,Rawalpindi,2809000.0,11,Positive,Scheduled,High
Marketing,Medium,Poor,Medium,Yes,Quetta,948000.0,94,Neutral,Not Scheduled,Low
Finance,Large,Good,Medium,Yes,Faisalabad,12538000.0,19,Positive,Completed,High
Healthcare,Large,Poor,High,No,Lahore,775000.0,44,Positive,Completed,High
Marketing,Small,Excellent,High,Yes,Multan,4321000.0,169,Neutral,Scheduled,High
Finance,Medium,Excellent,Low,Yes,Islamabad,2615000.0,54,No Response,Scheduled,Medium
Retail,Medium,Good,Low,Yes,Peshawar,578000.0,92,Neutral,Not Contacted,Low
Finance,Medium,Excellent,High,No,Islamabad,2603000.0,642,Negative,Not Scheduled,Medium
Healthcare,Medium,Good,Low,Yes,Peshawar,449000.0,107,Neutral,Completed,Medium
Finance,Small,Good,Medium,Yes,Multan,4236000.0,322,Positive,Not Scheduled,High
Healthcare,Small,Average,Low,Yes,Karachi,552000.0,69,No Response,Not Scheduled,Low
Real Estate,Small,Good,High,Yes,Quetta,358000.0,40,Positive,Scheduled,High
Healthcare,Large,Good,Medium,Yes,Rawalpindi,15119000.0,38,Neutral,Not Contacted,Medium
Technology,Medium,Excellent,Medium,Yes,Karachi,2874000.0,458,Positive,Completed,High
Finance,Large,Average,Medium,No,Karachi,637000.0,36,Neutral,Scheduled,Low
Manufacturing,Small,Average,Low,Yes,Lahore,1130000.0,225,Positive,Scheduled,Medium
Manufacturing,Small,Poor,High,Yes,Quetta,1659000.0,66,Neutral,Completed,Medium
Finance,Small,Good,Low,Yes,Islamabad,3602000.0,79,Neutral,Not Contacted,Low
Manufacturing,Medium,Excellent,Low,No,Faisalabad,1980000.0,39,,Scheduled,High
Technology,Small,Excellent,,Yes,Peshawar,168000.0,58,Neutral,Not Contacted,Low
Retail,Small,Poor,Medium,No,Lahore,786000.0,258,Negative,Completed,Low
Healthcare,Large,Good,High,Yes,Rawalpindi,4235000.0,24,Positive,Not Contacted,High
Finance,Medium,Good,High,Yes,Faisalabad,218000.0,250,Neutral,Scheduled,High
Manufacturing,Small,Average,High,Yes,Islamabad,2091000.0,157,Positive,Not Scheduled,Medium
Technology,Small,Average,Low,Yes,Rawalpindi,579000.0,166,Negative,Scheduled,Low
Retail,Small,Average,Low,Yes,Peshawar,1890000.0,131,Neutral,Completed,Medium
Technology,Small,Good,Medium,No,Karachi,5434000.0,21,Negative,Scheduled,Low
Education,Large,,Medium,Yes,Quetta,525000.0,478,Positive,Scheduled,High
Finance,Medium,Good,Medium,Yes,Multan,1181000.0,775,Neutral,Not Contacted,Medium
Healthcare,Small,Poor,Low,Yes,Islamabad,8258000.0,184,No Response,Scheduled,Low
Technology,Medium,Good,Medium,No,Quetta,255000.0,28,Negative,Scheduled,Low
Technology,Small,Excellent,Medium,Yes,Multan,1612000.0,696,Positive,Scheduled,High
Finance,Medium,Average,Medium,Yes,Quetta,1738000.0,419,No Response,Scheduled,Medium
Technology,Small,Average,High,Yes,Lahore,1848000.0,112,Negative,Not Contacted,Low
Manufacturing,Large,Poor,Low,Yes,Lahore,1446000.0,248,Neutral,Scheduled,Low
Finance,Large,,Medium,No,Islamabad,2521000.0,42,No Response,Completed,Medium
Technology,Small,Good,Medium,No,Multan,1022000.0,29,No Response,Not Scheduled,Low
Manufacturing,Small,Excellent,Medium,Yes,Quetta,527000.0,5,No Response,Completed,Medium
Retail,Medium,Average,Medium,Yes,Islamabad,1285000.0,119,Positive,Scheduled,High
Real Estate,Large,Average,Medium,Yes,Rawalpindi,828000.0,119,No Response,Scheduled,Medium
Education,Large,Good,High,Yes,Faisalabad,517000.0,61,Positive,Not Contacted,High
Real Estate,Small,Excellent,High,Yes,Faisalabad,2277000.0,48,No Response,Scheduled,High
Finance,Small,Poor,Low,Yes,Karachi,593000.0,25,Neutral,Scheduled,Low
Retail,Small,Excellent,Medium,Yes,Lahore,311000.0,128,No Response,Not Scheduled,Low
Real Estate,Medium,Average,Low,Yes,Karachi,1627000.0,40,No Response,Completed,Low
Marketing,Medium,Good,Medium,No,Islamabad,1198000.0,98,No Response,Completed,Medium
Technology,Medium,Excellent,Low,No,Lahore,2048000.0,29,Positive,Scheduled,Medium
Manufacturing,Medium,Average,Medium,Yes,Faisalabad,135000.0,151,Neutral,Scheduled,Medium
Manufacturing,Small,Average,Medium,Yes,Multan,1259000.0,19,No Response,Not Contacted,Low
Marketing,Small,Average,Medium,Yes,Lahore,1549000.0,104,Neutral,Scheduled,Medium
Education,Small,Poor,Medium,Yes,Rawalpindi,584000.0,199,Neutral,Completed,Medium
Finance,Small,Average,Medium,Yes,Faisalabad,1332000.0,134,No Response,Scheduled,Low
Retail,Medium,Good,Medium,Yes,Faisalabad,3357000.0,100,No Response,Not Contacted,Low
Healthcare,Large,Poor,Low,Yes,Islamabad,1231000.0,173,No Response,Not Scheduled,Low
Technology,Large,Excellent,Medium,Yes,Peshawar,6374000.0,94,Positive,Not Contacted,High
Marketing,Small,Excellent,High,Yes,Rawalpindi,828000.0,151,Positive,Not Contacted,High
Manufacturing,Small,Average,Low,No,Peshawar,185000.0,30,Negative,Not Contacted,Low
Technology,Large,Poor,Medium,Yes,Lahore,159000.0,37,Neutral,Not Scheduled,Medium
Education,Small,Average,High,Yes,Islamabad,661000.0,86,No Response,Not Contacted,Low
Technology,Small,Poor,High,Yes,Karachi,299000.0,41,No Response,Not Contacted,Low
Retail,Small,Good,Low,Yes,Peshawar,1348000.0,96,Neutral,Scheduled,Medium
Retail,Large,Excellent,Medium,Yes,Faisalabad,1378000.0,32,No Response,Not Scheduled,High
Real Estate,Small,Excellent,High,Yes,Islamabad,8368000.0,51,Positive,Not Contacted,High
Technology,Small,Good,Low,Yes,Quetta,1093000.0,52,No Response,Completed,Medium
Technology,Medium,Good,Low,Yes,Lahore,4001000.0,68,Neutral,Scheduled,Medium
Technology,Small,Good,Medium,Yes,Islamabad,3731000.0,58,Neutral,Not Contacted,Low
Finance,Medium,Poor,Low,Yes,Karachi,3770000.0,141,Neutral,Scheduled,Low
Technology,Medium,Good,Low,Yes,Karachi,2950000.0,46,No Response,Not Scheduled,Low
Marketing,Medium,Excellent,High,Yes,Multan,3917000.0,107,Positive,Not Scheduled,High
Technology,Small,Average,Medium,Yes,Faisalabad,657000.0,52,Negative,Scheduled,Low
Finance,Large,Average,Low,No,Multan,3985000.0,44,Neutral,Completed,Low
Technology,Medium,Good,Medium,Yes,Rawalpindi,,696,Neutral,Not Contacted,Medium
Healthcare,Large,Good,Low,Yes,Karachi,1674000.0,71,Neutral,Not Scheduled,Medium
Real Estate,Large,Poor,Low,Yes,Karachi,2712000.0,140,Negative,Not Scheduled,Low
Retail,Medium,Good,Low,Yes,Quetta,1346000.0,101,Negative,Completed,Medium
Finance,Medium,Poor,Medium,Yes,Peshawar,1247000.0,251,Positive,Scheduled,High
Healthcare,Large,Poor,Low,Yes,Quetta,1300000.0,268,Positive,Scheduled,High
Finance,Large,Poor,Low,Yes,Lahore,679000.0,40,Positive,Not Scheduled,Medium
Healthcare,Large,Poor,Low,Yes,Multan,400000.0,52,Neutral,Completed,Medium
Technology,Medium,Good,Medium,No,Faisalabad,4453000.0,449,No Response,Not Scheduled,Low
Finance,Large,Excellent,High,Yes,Faisalabad,490000.0,44,Neutral,Scheduled,High
Retail,Small,Average,Medium,Yes,Faisalabad,7553000.0,396,Negative,Scheduled,Medium
Marketing,Small,Excellent,Low,Yes,Rawalpindi,2455000.0,24,Positive,Completed,High
Education,Small,Poor,Medium,Yes,Lahore,2486000.0,58,Positive,Not Scheduled,Low
Manufacturing,Small,Poor,Low,No,Quetta,3591000.0,280,Negative,Not Scheduled,Low
Finance,Small,Good,Medium,Yes,Islamabad,2542000.0,172,Positive,Scheduled,High
Healthcare,Medium,Average,Low,Yes,Quetta,1226000.0,474,Positive,Not Scheduled,Medium
Technology,Small,Poor,Medium,Yes,Peshawar,1424000.0,11,Positive,Completed,Medium
Finance,Small,Excellent,High,No,Peshawar,5994000.0,126,Positive,Not Scheduled,Medium
Retail,Medium,Average,Low,Yes,Islamabad,2062000.0,511,No Response,Completed,Medium
Marketing,Medium,Average,Low,No,Lahore,1382000.0,57,Positive,Not Contacted,Low
Finance,Large,Excellent,Medium,No,Islamabad,386000.0,49,No Response,Completed,Medium
Retail,Large,Excellent,High,Yes,Islamabad,1337000.0,156,Negative,Scheduled,High
Education,Medium,Poor,High,No,Multan,1243000.0,51,Positive,Not Contacted,Low
Healthcare,Medium,Excellent,Medium,Yes,Islamabad,1112000.0,646,No Response,Scheduled,Medium
Retail,Small,Excellent,High,No,Faisalabad,8845000.0,50,Negative,Not Contacted,Low
Technology,Small,Excellent,High,Yes,Quetta,738000.0,120,Positive,Scheduled,High
Technology,Large,Excellent,High,No,Quetta,637000.0,62,Neutral,Scheduled,High
Healthcare,Medium,Good,Medium,No,Quetta,3893000.0,80,Positive,Not Scheduled,Medium
Education,Large,Excellent,,Yes,Faisalabad,609000.0,21,No Response,Not Scheduled,Medium
Education,Small,,High,Yes,Lahore,2860000.0,75,Positive,Not Contacted,Medium
Retail,Small,Average,High,No,Faisalabad,2056000.0,72,Negative,Completed,Medium
Manufacturing,Small,Good,,Yes,Lahore,3320000.0,55,Positive,Not Contacted,Medium
Finance,Medium,Good,Low,Yes,Faisalabad,2489000.0,19,Positive,Not Scheduled,Medium
Healthcare,Large,Good,Medium,Yes,Islamabad,1372000.0,70,No Response,Not Contacted,Medium
Finance,Large,Good,Low,Yes,Quetta,1726000.0,195,Negative,Not Scheduled,Low
Finance,Medium,Good,Medium,Yes,Faisalabad,1273000.0,178,Positive,Not Scheduled,High
Education,Small,Poor,Medium,Yes,Rawalpindi,2560000.0,76,Positive,Not Contacted,Low
Technology,Large,Good,High,Yes,Karachi,1596000.0,162,Positive,Scheduled,High
Manufacturing,Medium,Excellent,Low,Yes,Quetta,1444000.0,89,Negative,Not Scheduled,Low
Technology,Small,Good,High,Yes,Multan,2974000.0,155,Positive,Scheduled,High
Manufacturing,Medium,Average,Low,Yes,Multan,876000.0,59,Positive,Not Contacted,Low
Technology,Small,Average,High,No,Multan,523000.0,64,Negative,Not Scheduled,Low
Technology,Medium,Average,Medium,No,Quetta,521000.0,81,Positive,Not Scheduled,Low
Real Estate,Medium,Poor,Medium,Yes,Karachi,2086000.0,50,Neutral,Not Contacted,Low
Healthcare,Medium,Excellent,Medium,Yes,Peshawar,3723000.0,180,Negative,Not Contacted,Medium
Manufacturing,Medium,Poor,Medium,Yes,Rawalpindi,12903000.0,100,Positive,Not Contacted,Medium
Education,Medium,Good,High,No,Lahore,371000.0,290,,Scheduled,Medium
Finance,Small,Average,High,Yes,Rawalpindi,607000.0,78,Negative,Completed,Medium
Retail,Small,Excellent,Low,Yes,Islamabad,1067000.0,161,Negative,Not Scheduled,Low
Real Estate,Medium,Poor,High,Yes,Karachi,671000.0,91,Positive,Scheduled,Medium
Technology,Small,Poor,High,Yes,Karachi,638000.0,48,Negative,Scheduled,Low
Manufacturing,Medium,Good,Medium,Yes,Peshawar,4558000.0,33,Positive,Scheduled,High
Technology,Medium,Good,Low,Yes,Islamabad,462000.0,100,Neutral,Not Contacted,Low
Retail,Small,Good,Medium,Yes,Islamabad,3325000.0,319,No Response,Not Scheduled,Low
Real Estate,Medium,Excellent,Medium,Yes,Peshawar,310000.0,59,No Response,Completed,High
Technology,Small,,Medium,No,Karachi,620000.0,180,No Response,Completed,Low
Healthcare,Small,Poor,Medium,Yes,Quetta,1744000.0,1363,Negative,Not Contacted,Low
Finance,Small,Good,High,Yes,Faisalabad,641000.0,38,Positive,Completed,High
Technology,Small,Good,High,Yes,Faisalabad,489000.0,1280,Neutral,Not Contacted,Medium
Finance,Medium,Good,Medium,Yes,Islamabad,3182000.0,66,Positive,Not Contacted,Medium
Technology,Large,Average,Medium,Yes,Multan,4624000.0,225,Negative,Not Scheduled,Low
Technology,Large,Poor,Medium,Yes,Multan,289000.0,105,,Not Scheduled,Low
Finance,Medium,Good,Medium,Yes,Peshawar,5709000.0,112,No Response,Scheduled,Medium
Retail,Small,Good,Medium,Yes,Rawalpindi,13668000.0,141,,Not Contacted,Low
Real Estate,Large,Average,Medium,Yes,Karachi,482000.0,131,No Response,Not Scheduled,Low
Manufacturing,Small,Excellent,Medium,Yes,Multan,2084000.0,46,Positive,Not Scheduled,High
Finance,Small,Good,High,Yes,Peshawar,1393000.0,111,Neutral,Not Scheduled,Medium
Marketing,Small,Good,Medium,Yes,Rawalpindi,970000.0,340,No Response,Scheduled,Medium
Healthcare,Medium,Good,Medium,Yes,Lahore,391000.0,48,Neutral,Not Scheduled,Medium
Technology,Small,Excellent,Medium,Yes,Peshawar,,102,No Response,Completed,Medium
Retail,Small,Poor,Medium,No,Islamabad,893000.0,47,Neutral,Not Scheduled,Low
Healthcare,Small,Good,Medium,Yes,Islamabad,8143000.0,317,Neutral,Scheduled,Medium
Healthcare,Small,Poor,Medium,No,Islamabad,1187000.0,66,No Response,Not Scheduled,Low
Manufacturing,Small,Poor,High,Yes,Lahore,3760000.0,104,No Response,Not Scheduled,Low
Retail,Large,Average,Medium,No,Islamabad,1215000.0,27,Positive,Completed,High
Education,Large,Excellent,Medium,Yes,Karachi,477000.0,20,Neutral,Not Scheduled,Medium
Retail,Medium,,Low,Yes,Rawalpindi,71000.0,11,Neutral,Scheduled,Low
Education,Medium,Good,,Yes,Faisalabad,4476000.0,13,Positive,Not Scheduled,Medium
Finance,Medium,Average,High,No,Quetta,1822000.0,143,Positive,Not Scheduled,Medium
Finance,Small,Good,High,Yes,Multan,1207000.0,64,No Response,Scheduled,Low
Retail,Medium,Good,Medium,Yes,Rawalpindi,1546000.0,76,Neutral,Scheduled,Medium
Finance,Medium,Average,High,Yes,Karachi,546000.0,400,No Response,Completed,Medium
Retail,Large,Good,Medium,Yes,Karachi,536000.0,208,No Response,Scheduled,High
Finance,Small,Good,Low,Yes,Karachi,4936000.0,19,No Response,Not Scheduled,Low
Healthcare,Small,Good,Medium,Yes,Peshawar,1302000.0,212,Negative,Scheduled,Medium
Technology,Small,Good,Low,Yes,Quetta,989000.0,20,Neutral,Not Contacted,Low
Education,Large,Good,High,Yes,Rawalpindi,11792000.0,31,Neutral,Completed,High
Manufacturing,Small,Average,Medium,Yes,Rawalpindi,1820000.0,414,Positive,Scheduled,Medium
Manufacturing,Small,Excellent,Medium,Yes,Lahore,6429000.0,138,Positive,Completed,High
Manufacturing,Medium,Average,,Yes,Lahore,6764000.0,70,No Response,Not Contacted,Low
Healthcare,Small,Poor,Low,Yes,Rawalpindi,903000.0,147,No Response,Not Scheduled,Low
Technology,Small,Excellent,Medium,Yes,Lahore,344000.0,39,No Response,Scheduled,Medium
Technology,Small,Excellent,Medium,Yes,Quetta,1059000.0,90,Positive,Completed,High
Retail,Medium,Excellent,Medium,Yes,Peshawar,324000.0,50,No Response,Scheduled,Medium
Marketing,Small,Good,Medium,Yes,Karachi,3303000.0,23,Neutral,Not Contacted,Low
Education,Medium,Average,Medium,No,Multan,2950000.0,236,No Response,Not Contacted,Low
Technology,Small,Excellent,Medium,Yes,Multan,588000.0,90,Neutral,Scheduled,High
Marketing,Medium,Good,Low,Yes,Karachi,712000.0,161,Positive,Not Scheduled,High
Finance,Large,Poor,Medium,No,Karachi,3156000.0,32,No Response,Not Scheduled,Low
Education,Medium,Good,Low,No,Rawalpindi,677000.0,421,No Response,Not Scheduled,Low
Manufacturing,Small,Average,Low,Yes,Faisalabad,1147000.0,86,Positive,Not Scheduled,Low
Healthcare,Medium,Good,Medium,Yes,Karachi,948000.0,62,No Response,Scheduled,Medium
Education,Small,Average,Low,Yes,Quetta,2142000.0,72,No Response,Scheduled,Low
Marketing,Small,Excellent,Medium,Yes,Rawalpindi,1086000.0,130,Neutral,Not Scheduled,Medium
Technology,Medium,Good,Medium,Yes,Islamabad,1074000.0,192,Neutral,Completed,High
Retail,Large,Good,Low,Yes,Islamabad,2100000.0,52,Positive,Not Contacted,High
Retail,Small,Good,Low,Yes,Peshawar,1035000.0,103,Neutral,Not Contacted,Low
Education,Large,Excellent,High,No,Karachi,2776000.0,92,Positive,Not Scheduled,High
Education,Small,Good,Medium,Yes,Faisalabad,314000.0,69,Neutral,Scheduled,Medium
Technology,Medium,Average,Low,Yes,Rawalpindi,1065000.0,106,No Response,Not Scheduled,Low
Education,Large,Average,Low,Yes,Faisalabad,384000.0,209,No Response,Not Contacted,Low
Finance,Medium,Average,High,Yes,Quetta,1553000.0,44,Positive,Not Contacted,Medium
Technology,Small,Excellent,Medium,Yes,Faisalabad,6378000.0,63,No Response,Scheduled,Medium
Manufacturing,Small,Average,Medium,Yes,Multan,1987000.0,85,Neutral,Not Contacted,Low
Technology,Medium,Average,Medium,Yes,Karachi,6923000.0,262,Positive,Not Scheduled,Medium
Technology,Small,Poor,Low,Yes,Lahore,882000.0,109,Negative,Scheduled,Low
Manufacturing,Small,Good,High,Yes,Rawalpindi,2794000.0,251,Positive,Completed,High
Healthcare,Small,Good,Low,Yes,Quetta,576000.0,32,No Response,Scheduled,Low
Healthcare,Small,Good,Low,No,Lahore,2731000.0,47,Positive,Scheduled,Medium
Real Estate,Small,Average,Medium,Yes,Karachi,1737000.0,317,No Response,Scheduled,Low
Technology,Small,Average,Low,No,Peshawar,9551000.0,28,Positive,Not Scheduled,Low
Manufacturing,Small,Good,High,Yes,Quetta,,251,Positive,Not Scheduled,Medium
Technology,Medium,Excellent,High,No,Karachi,2802000.0,32,Positive,Scheduled,High
Technology,Large,Good,Medium,Yes,Peshawar,1044000.0,17,Neutral,Not Contacted,Medium
Real Estate,Medium,Good,High,Yes,Faisalabad,7068000.0,81,Negative,Not Scheduled,Medium
Real Estate,Medium,Excellent,Low,Yes,Rawalpindi,1001000.0,26,,Not Contacted,Medium
Technology,Medium,Average,Medium,Yes,Karachi,1300000.0,127,Neutral,Not Contacted,Low
Finance,Small,Poor,High,Yes,Multan,4468000.0,114,Neutral,Not Contacted,Low
Healthcare,Medium,Good,Medium,Yes,Rawalpindi,1635000.0,80,Neutral,Scheduled,High
Real Estate,Small,Excellent,High,Yes,Islamabad,462000.0,81,Positive,Not Contacted,Medium
Retail,Small,Excellent,,Yes,Rawalpindi,401000.0,49,Positive,Completed,High
Manufacturing,Large,Excellent,High,No,Rawalpindi,588000.0,37,Negative,Not Contacted,Low
Real Estate,Small,Average,Low,Yes,Karachi,1790000.0,134,Positive,Not Contacted,Low
Finance,Small,Excellent,Medium,Yes,Quetta,2670000.0,41,Positive,Scheduled,High
Real Estate,Small,Average,High,Yes,Rawalpindi,1653000.0,91,Positive,Not Contacted,Medium
Technology,Small,Good,High,Yes,Peshawar,437000.0,37,Neutral,Completed,High
Marketing,Small,Good,Low,Yes,Faisalabad,2167000.0,360,Positive,Scheduled,High
Real Estate,Medium,Average,High,Yes,Karachi,1331000.0,73,Neutral,Completed,High
Retail,Small,Poor,Medium,Yes,Lahore,,123,Neutral,Not Scheduled,Low
Marketing,Small,Average,Medium,Yes,Multan,7117000.0,324,Positive,Not Scheduled,Medium
Technology,Small,Excellent,High,Yes,Lahore,1868000.0,81,No Response,Not Scheduled,Medium
Real Estate,Large,Excellent,Low,Yes,Lahore,8409000.0,18,Neutral,Not Scheduled,Medium
Healthcare,Large,Good,Medium,Yes,Rawalpindi,1694000.0,25,Neutral,Not Scheduled,Medium
Technology,Small,Average,High,Yes,Peshawar,760000.0,63,Positive,Scheduled,High
Retail,Medium,Good,High,Yes,Multan,2300000.0,56,Positive,Not Contacted,High
Healthcare,Large,Excellent,High,Yes,Islamabad,4553000.0,79,Positive,Scheduled,High
Technology,Small,Poor,Low,No,Rawalpindi,3724000.0,192,No Response,Not Scheduled,Low
Manufacturing,Large,Good,Medium,Yes,Islamabad,2928000.0,75,Positive,Not Contacted,High
Technology,Medium,Excellent,Low,Yes,Islamabad,267000.0,127,Positive,Not Contacted,Medium
Finance,Small,Good,Medium,Yes,Lahore,1043000.0,24,Positive,Completed,High
Real Estate,Small,Good,High,Yes,Islamabad,1966000.0,36,No Response,Not Scheduled,Low
Finance,Small,Poor,Medium,Yes,Peshawar,545000.0,44,No Response,Completed,Low
Retail,Small,Poor,High,Yes,Lahore,3606000.0,23,No Response,Completed,Medium
Marketing,Medium,Good,,Yes,Karachi,1262000.0,186,No Response,Scheduled,Medium
Retail,Small,,Medium,Yes,Islamabad,6736000.0,291,No Response,Not Contacted,Medium
Technology,Small,Good,High,Yes,Islamabad,1251000.0,452,Positive,Not Scheduled,High
Finance,Small,Poor,Low,Yes,Islamabad,1168000.0,257,Neutral,Completed,Low
Education,Medium,Good,Low,Yes,Faisalabad,1132000.0,365,No Response,Scheduled,Low
Technology,Medium,Excellent,Low,Yes,Lahore,,279,No Response,Not Scheduled,Medium
Manufacturing,Medium,Good,High,No,Rawalpindi,3068000.0,104,Negative,Scheduled,Medium
Technology,Small,Excellent,Medium,No,Lahore,5662000.0,237,Neutral,Not Contacted,Low
Real Estate,Small,Poor,Medium,Yes,Islamabad,3312000.0,64,Positive,Completed,Medium
Finance,Small,Excellent,Medium,Yes,Faisalabad,3574000.0,137,No Response,Scheduled,Medium
